,Accuracy,Precision,Recall,AUC ROC,auc pr
0,1,1,1,1,1
1,0.8,0.833333333,0.8,0.962454212,0.889030612
2,1,1,1,1,1
3,0.933333333,1,0.933333333,1,1
4,0.933333333,0.95,0.933333333,1,1
5,1,1,1,1,1
6,1,1,1,1,1
7,0.866666667,0.92,0.866666667,1,1
8,1,1,1,1,1
9,1,1,1,1,1
